 468 中国移动
 872 中国邮政
1216 中国银行
 429 丸亀製麺
 369 交通银行
 996 八方雲集
 997 台灣中油
 312 台灣彩券
 503 国家电网
 501 弘爺漢堡
 324 招商银行
 316 清心福全
 609 瑞幸咖啡
 372 眼鏡市場
1050 蜜雪冰城
 409 롯데리아
 744 스타벅스
 314 우리은행
1340 بانک سپه
1033 بانک ملت
1687 بانک ملی
 583 بانک رفاه
 679 بانک مسکن
 964 Додо Пицца
3118 Нова Пошта
 791 بانک تجارت
1293 بانک صادرات
 706 بانک کشاورزی
1738 Вита Экспресс
 373 Ярче!
 349 Теле2
2066 Авито
2195 Дикси
 454 Еконт
 458 Лента
 316 Невис
 322 Ригла
 337 Чижик
 341 طوطال
 330 ლიბრე
 319 სპარი
 527 みずほ銀行
 314 りそな銀行
 334 キャンドゥ
 789 サイゼリヤ
1336 サントリー
 321 セブン銀行
 443 ブックオフ
 379 ワークマン
 324 昭和シェル
 441 洋服の青山
 553 蝦皮店到店
 450 餃子の王将
1629 세븐일레븐
 493 파리바게뜨
 487 하나로마트
 319 青馬管制區 Tsing Ma Control Area
 321 Банка ДСК
2702 서울자전거 따릉이
 699 Почта Банк
5678 Почта России
 569 คาเฟ่ อเมซอน
1546 Альфа-Банк
 579 Апрель
1251 Билайн
 642 Верный
 756 Винлаб
2887 Лукойл
9144 Магнит
 335 Сільпо
 564 บางจาก
 325 ნიკორა
 792 ほっともっと
 691 ゆうちょ銀行
 347 アサヒビール
 355 ケーズデンキ
2822 コカ・コーラ
 529 コメダ珈琲店
 394 サンドラッグ
 385 ホワイト急便
2151 マクドナルド
 648 ミニストップ
 777 モスバーガー
 440 三井住友銀行
1074 中国农业银行
1376 中国工商银行
1250 中国建设银行
3459 全家便利商店
1005 全聯福利中心
 487 業務スーパー
 376 현대오일뱅크
 540 Вкусно — и точка
 753 Бургер Кинг
 720 თიბისი ბანკი
 390 Улыбка радуги
 439 Εθνική Τράπεζα
1800 Магнит Косметик
1097 Яндекс.Маркет
 537 ΕΛΙΝΟΙΛ
1580 Инвитро
 573 Мегафон
 718 Монетка
 482 Уралсиб
 362 ლიბერთი
 650 まいばすけっと
 336 イエローハット
1167 スターバックス
 469 セイコーマート
 753 ツルハドラッグ
 427 ドコモショップ
 362 マックスバリュ
 777 マツモトキヨシ
2116 三井のリパーク
 485 Красное & Белое
 402 Детский мир
 460 پاکستان اسٹیٹ آئل
 562 Τράπεζα Πειραιώς
 466 Планета здоровья
4228 Красное&Белое
 551 Башнефть
1290 Бристоль
 555 Велобайк
1308 ВкусВилл
 566 Горздрав
 523 Копеечка
1672 Ощадбанк
1479 Роснефть
12928 Сбербанк
 520 Светофор
 310 Согласие
1038 Столички
 882 Татнефть
1739 Укрпошта
 480 キリンビバレッジ
 341 ココカラファイン
 424 タリーズコーヒー
 365 デイリーヤマザキ
 347 トヨタレンタカー
4958 ファミリーマート
 494 ミスタードーナツ
 711 中国邮政储蓄银行
14454 Пятёрочка
 311 名鉄協商パーキング
 550 Ароматный мир
 405 Поштанска штедионица
 305 Подорожник
3840 ПриватБанк
 485 Райффайзен
 839 Совкомбанк
 385 ماكدونالدز
 354 ソフトバンクショップ
 333 ドコモ・バイクシェア
 429 Райффайзен Банк
 378 Σκλαβενίτης
 984 Беларусбанк
1018 Газпромбанк
 801 Перекрёсток
 399 Росгосстрах
 303 Спортмастер
3515 საქართველოს ბანკი
1000 Белоруснефть
1812 Газпромнефть
1921 Промсвязьбанк
 376 ธนาคารกรุงเทพ
 642 ケンタッキーフライドチキン
 778 Россельхозбанк
 325 ธนาคารกสิกรไทย
 309 Белагропромбанк
